tile,candidate,lowres_date,highres_date,delta_days,abs_delta_days,lat,lon,area,bounds_csv,width,height,bands,crs,left,bottom,right,top,csv_cloud_cover,valid_pixel_pct,cloud_mask_pct,cloud_probability_pct,sun_azimuth_mean,sun_zenith_mean,view_azimuth_mean,view_zenith_mean,usable,temporal_quality,cloud_quality,validity_quality,ranking_score,rank,is_top_k
ASMSpotter-1-2-1,1,2017-08-23,2016-10-18,309,309,4.975885642919341,-55.25359153747559,2.5,"[-55.2607201838082, 4.968736517652739, -55.246462891142976, 4.9830347681859415]",158,159,12,EPSG:4326,-55.2607201838082,4.968736517652739,-55.246462891142976,4.9830347681859415,0.3,100.0,0.0,3.7436134815216064,73.30307006835938,23.71996116638184,113.17807006835938,6.796847820281982,True,0.032279164031359865,0.981281932592392,1.0,0.4137520781965335,3,True
ASMSpotter-1-2-1,3,2017-10-02,2016-10-18,349,349,4.975885642919341,-55.25359153747559,2.5,"[-55.2607201838082, 4.968736517652739, -55.246462891142976, 4.9830347681859415]",158,159,12,EPSG:4326,-55.2607201838082,4.968736517652739,-55.246462891142976,4.9830347681859415,7.4,100.0,0.0,4.511255741119385,113.56068420410156,21.69957160949707,112.8332748413086,6.993616104125977,True,0.02069676693182153,0.9774437212944032,1.0,0.4056511765474139,4,True
ASMSpotter-1-2-1,5,2017-10-07,2016-10-18,354,354,4.975885642919341,-55.25359153747559,2.5,"[-55.2607201838082, 4.968736517652739, -55.246462891142976, 4.9830347681859415]",158,159,12,EPSG:4326,-55.2607201838082,4.968736517652739,-55.246462891142976,4.9830347681859415,13.0,100.0,0.6169890932250617,4.546518802642822,118.6930694580078,22.158679962158203,112.30694580078124,6.760422706604004,True,0.019578302654913008,0.9741824605206606,1.0,0.404001719749146,5,False
ASMSpotter-1-2-1,14,2018-01-20,2016-10-18,459,459,4.975885642919341,-55.25359153747559,2.5,"[-55.2607201838082, 4.968736517652739, -55.246462891142976, 4.9830347681859415]",158,159,12,EPSG:4326,-55.2607201838082,4.968736517652739,-55.246462891142976,4.9830347681859415,18.39,100.0,2.90183902555529,9.282544136047363,136.01905822753906,35.276947021484375,113.13787078857422,6.812116146087647,True,0.006096746565515638,0.9390780841919868,1.0,0.3853814731969054,6,False
ASMSpotter-1-2-2,11,2017-05-20,2016-10-18,214,214,4.990183893452542,-55.25359153747559,2.5,"[-55.2607201838082, 4.9830347681859415, -55.246462891142976, 4.997333018719144]",158,159,12,EPSG:4326,-55.2607201838082,4.9830347681859415,-55.246462891142976,4.997333018719144,33.3,100.0,0.0,11.347978591918944,52.44099807739258,25.85740089416504,112.27344512939452,6.786055088043213,True,0.09275647414967884,0.9432601070404053,1.0,0.4386319166019289,1,True
ASMSpotter-1-2-2,2,2017-08-08,2016-10-18,294,294,4.990183893452542,-55.25359153747559,2.5,"[-55.2607201838082, 4.9830347681859415, -55.246462891142976, 4.997333018719144]",158,159,12,EPSG:4326,-55.2607201838082,4.9830347681859415,-55.246462891142976,4.997333018719144,3.17,100.0,0.0,7.171169757843018,63.12490081787109,25.862401962280277,112.21837615966795,6.808175086975098,True,0.038133326547045196,0.9641441512107849,1.0,0.4121232412914626,2,True
ASMSpotter-1-2-2,1,2017-08-23,2016-10-18,309,309,4.990183893452542,-55.25359153747559,2.5,"[-55.2607201838082, 4.9830347681859415, -55.246462891142976, 4.997333018719144]",158,159,12,EPSG:4326,-55.2607201838082,4.9830347681859415,-55.246462891142976,4.997333018719144,0.3,100.0,0.0,9.472440719604492,73.33709716796875,23.71649932861328,113.12699127197266,6.82526159286499,True,0.032279164031359865,0.9526377964019775,1.0,0.40515883733940916,3,True
ASMSpotter-1-2-2,3,2017-10-02,2016-10-18,349,349,4.990183893452542,-55.25359153747559,2.5,"[-55.2607201838082, 4.9830347681859415, -55.246462891142976, 4.997333018719144]",158,159,12,EPSG:4326,-55.2607201838082,4.9830347681859415,-55.246462891142976,4.997333018719144,7.4,100.0,0.0,12.591854095458984,113.59498596191406,21.706602096557617,112.78466796875,7.022059440612793,True,0.02069676693182153,0.937040729522705,1.0,0.3935302790159044,4,True
ASMSpotter-1-2-3,11,2017-05-20,2016-10-18,214,214,5.004482143985744,-55.25359153747559,2.5,"[-55.2607201838082, 4.997333018719143, -55.246462891142976, 5.011631269252345]",158,159,12,EPSG:4326,-55.2607201838082,4.997333018719143,-55.246462891142976,5.011631269252345,33.3,100.0,0.0,12.930091857910156,52.44099807739258,25.85740089416504,112.27344512939452,6.786055088043213,True,0.09275647414967884,0.9353495407104493,1.0,0.43625874670294207,1,True
ASMSpotter-1-2-3,2,2017-08-08,2016-10-18,294,294,5.004482143985744,-55.25359153747559,2.5,"[-55.2607201838082, 4.997333018719143, -55.246462891142976, 5.011631269252345]",158,159,12,EPSG:4326,-55.2607201838082,4.997333018719143,-55.246462891142976,5.011631269252345,3.17,100.0,0.0,1.3281850814819336,63.12490081787109,25.862401962280277,112.21837615966795,6.808175086975098,True,0.038133326547045196,0.9933590745925903,1.0,0.42088771830600413,2,True
ASMSpotter-1-2-3,1,2017-08-23,2016-10-18,309,309,5.004482143985744,-55.25359153747559,2.5,"[-55.2607201838082, 4.997333018719143, -55.246462891142976, 5.011631269252345]",158,159,12,EPSG:4326,-55.2607201838082,4.997333018719143,-55.246462891142976,5.011631269252345,0.3,100.0,0.0,3.3977718353271484,73.33709716796875,23.71649932861328,113.12699127197266,6.82526159286499,True,0.032279164031359865,0.9830111408233643,1.0,0.4142708406658252,3,True
ASMSpotter-1-2-3,3,2017-10-02,2016-10-18,349,349,5.004482143985744,-55.25359153747559,2.5,"[-55.2607201838082, 4.997333018719143, -55.246462891142976, 5.011631269252345]",158,159,12,EPSG:4326,-55.2607201838082,4.997333018719143,-55.246462891142976,5.011631269252345,7.4,100.0,0.0,2.0755653381347656,113.59498596191406,21.706602096557617,112.78466796875,7.022059440612793,True,0.02069676693182153,0.9896221733093262,1.0,0.4093047121518908,4,True
ASMSpotter-1-2-3,5,2017-10-07,2016-10-18,354,354,5.004482143985744,-55.25359153747559,2.5,"[-55.2607201838082, 4.997333018719143, -55.246462891142976, 5.011631269252345]",158,159,12,EPSG:4326,-55.2607201838082,4.997333018719143,-55.246462891142976,5.011631269252345,13.0,100.0,0.0,2.953383445739746,118.72498321533205,22.166900634765625,112.2576904296875,6.788911819458008,True,0.019578302654913008,0.9852330827713013,1.0,0.40731690642433815,5,False
ASMSpotter-1-2-3,10,2017-07-19,2016-10-18,274,274,5.004482143985744,-55.25359153747559,2.5,"[-55.2607201838082, 4.997333018719143, -55.246462891142976, 5.011631269252345]",158,159,12,EPSG:4326,-55.2607201838082,4.997333018719143,-55.246462891142976,5.011631269252345,27.49,100.0,8.625905580765862,13.7255220413208,53.901798248291016,28.152597427368164,112.1492919921875,6.868064403533936,True,0.04762276172954922,0.8882428618895667,1.0,0.39504651560459947,6,False
ASMSpotter-1-2-3,8,2017-11-21,2016-10-18,399,399,5.004482143985744,-55.25359153747559,2.5,"[-55.2607201838082, 4.997333018719143, -55.246462891142976, 5.011631269252345]",158,159,12,EPSG:4326,-55.2607201838082,4.997333018719143,-55.246462891142976,5.011631269252345,18.0,100.0,0.0,13.600031852722168,143.8410186767578,31.258602142333984,112.89876556396484,6.943369388580322,True,0.011874840825337983,0.9319998407363892,1.0,0.38672485671611956,7,False
ASMSpotter-1-2-3,7,2017-11-16,2016-10-18,394,394,5.004482143985744,-55.25359153747559,2.5,"[-55.2607201838082, 4.997333018719143, -55.246462891142976, 5.011631269252345]",158,159,12,EPSG:4326,-55.2607201838082,4.997333018719143,-55.246462891142976,5.011631269252345,14.26,100.0,19.34559350370193,18.58455467224121,142.865966796875,30.16720199584961,112.13822174072266,6.86716365814209,True,0.012553223701076324,0.8103492591202843,1.0,0.3506367119567311,8,False
ASMSpotter-1-3-1,11,2017-05-20,2016-10-18,214,214,4.975885642919341,-55.23933424481035,2.5,"[-55.24646289114297, 4.968736517652739, -55.23220559847774, 4.9830347681859415]",158,159,12,EPSG:4326,-55.24646289114297,4.968736517652739,-55.23220559847774,4.9830347681859415,33.3,100.0,9.449884563330944,9.938885688781738,52.38181686401367,25.843578338623047,112.7677230834961,6.513436794281006,True,0.09275647414967884,0.9030561487394366,1.0,0.4265707291116383,1,True
ASMSpotter-1-3-1,2,2017-08-08,2016-10-18,294,294,4.975885642919341,-55.23933424481035,2.5,"[-55.24646289114297, 4.968736517652739, -55.23220559847774, 4.9830347681859415]",158,159,12,EPSG:4326,-55.24646289114297,4.968736517652739,-55.23220559847774,4.9830347681859415,3.17,100.0,0.0,2.504546403884888,63.07208633422852,25.843297958374023,112.70902252197266,6.535521507263184,True,0.038133326547045196,0.9874772679805756,1.0,0.4191231763223997,2,True
ASMSpotter-1-3-1,1,2017-08-23,2016-10-18,309,309,4.975885642919341,-55.23933424481035,2.5,"[-55.24646289114297, 4.968736517652739, -55.23220559847774, 4.9830347681859415]",158,159,12,EPSG:4326,-55.24646289114297,4.968736517652739,-55.23220559847774,4.9830347681859415,0.3,100.0,0.0,4.368797779083252,73.28724670410156,23.692920684814453,113.65448760986328,6.553584575653076,True,0.032279164031359865,0.9781560111045837,1.0,0.41281430175019107,3,True
ASMSpotter-1-3-1,5,2017-10-07,2016-10-18,354,354,4.975885642919341,-55.23933424481035,2.5,"[-55.24646289114297, 4.968736517652739, -55.23220559847774, 4.9830347681859415]",158,159,12,EPSG:4326,-55.24646289114297,4.968736517652739,-55.23220559847774,4.9830347681859415,13.0,100.0,0.0,10.86270809173584,118.72903442382812,22.134014129638672,112.75169372558594,6.516335964202881,True,0.019578302654913008,0.9456864595413208,1.0,0.395452919455344,4,True
ASMSpotter-1-3-2,11,2017-05-20,2016-10-18,214,214,4.990183893452542,-55.23933424481035,2.5,"[-55.24646289114297, 4.9830347681859415, -55.23220559847774, 4.997333018719144]",158,159,12,EPSG:4326,-55.24646289114297,4.9830347681859415,-55.23220559847774,4.997333018719144,33.3,100.0,0.0,4.462817668914795,52.407958984375,25.83518409729004,112.7144012451172,6.542807579040527,True,0.09275647414967884,0.977685911655426,1.0,0.4489596579864351,1,True
ASMSpotter-1-3-2,2,2017-08-08,2016-10-18,294,294,4.990183893452542,-55.23933424481035,2.5,"[-55.24646289114297, 4.9830347681859415, -55.23220559847774, 4.997333018719144]",158,159,12,EPSG:4326,-55.24646289114297,4.9830347681859415,-55.23220559847774,4.997333018719144,3.17,100.0,0.0,2.3119490146636963,63.10097885131836,25.837400436401367,112.656005859375,6.564887046813965,True,0.038133326547045196,0.9884402549266815,1.0,0.4194120724062316,2,True
ASMSpotter-1-3-2,1,2017-08-23,2016-10-18,309,309,4.990183893452542,-55.23933424481035,2.5,"[-55.24646289114297, 4.9830347681859415, -55.23220559847774, 4.997333018719144]",158,159,12,EPSG:4326,-55.24646289114297,4.9830347681859415,-55.23220559847774,4.997333018719144,0.3,100.0,0.0,6.004970550537109,73.3210220336914,23.689599990844727,113.59764099121094,6.582846164703369,True,0.032279164031359865,0.9699751472473144,1.0,0.4103600425930102,3,True
ASMSpotter-1-3-2,3,2017-10-02,2016-10-18,349,349,4.990183893452542,-55.23933424481035,2.5,"[-55.24646289114297, 4.9830347681859415, -55.23220559847774, 4.997333018719144]",158,159,12,EPSG:4326,-55.24646289114297,4.9830347681859415,-55.23220559847774,4.997333018719144,7.4,100.0,0.0,6.767476558685303,113.6253662109375,21.680837631225582,113.22850799560548,6.779455661773682,True,0.02069676693182153,0.9661626172065735,1.0,0.40226684532106494,4,True
ASMSpotter-1-3-2,5,2017-10-07,2016-10-18,354,354,4.990183893452542,-55.23933424481035,2.5,"[-55.24646289114297, 4.9830347681859415, -55.23220559847774, 4.997333018719144]",158,159,12,EPSG:4326,-55.24646289114297,4.9830347681859415,-55.23220559847774,4.997333018719144,13.0,100.0,0.0,8.337477684020996,118.76043701171876,22.14228057861328,112.69702911376952,6.545682907104492,True,0.019578302654913008,0.958312611579895,1.0,0.3992407650669163,5,False
ASMSpotter-1-3-2,14,2018-01-20,2016-10-18,459,459,4.990183893452542,-55.23933424481035,2.5,"[-55.24646289114297, 4.9830347681859415, -55.23220559847774, 4.997333018719144]",158,159,12,EPSG:4326,-55.24646289114297,4.9830347681859415,-55.23220559847774,4.997333018719144,18.39,100.0,5.357853674070536,8.499229431152344,136.06402587890625,35.26914596557617,113.55270385742188,6.598060131072998,True,0.006096746565515638,0.9307145844738856,1.0,0.3828724232814751,6,False
ASMSpotter-1-3-3,4,2017-01-10,2016-10-18,84,84,5.004482143985744,-55.23933424481035,2.5,"[-55.24646289114297, 4.997333018719143, -55.23220559847774, 5.011631269252345]",158,159,12,EPSG:4326,-55.24646289114297,4.997333018719143,-55.23220559847774,5.011631269252345,24.15,100.0,6.882413820555689,8.4323091506958,139.25559997558594,35.96621322631836,112.41646575927734,6.71897029876709,True,0.39324072086859824,0.9234263851437425,1.0,0.6129723480642816,1,True
ASMSpotter-1-3-3,10,2017-07-19,2016-10-18,274,274,5.004482143985744,-55.23933424481035,2.5,"[-55.24646289114297, 4.997333018719143, -55.23220559847774, 5.011631269252345]",158,159,12,EPSG:4326,-55.24646289114297,4.997333018719143,-55.23220559847774,5.011631269252345,27.49,100.0,0.0,4.060436248779297,53.87324523925781,28.129980087280277,112.57947540283205,6.625181674957275,True,0.04762276172954922,0.9796978187561035,1.0,0.4224830026645605,2,True
ASMSpotter-1-3-3,2,2017-08-08,2016-10-18,294,294,5.004482143985744,-55.23933424481035,2.5,"[-55.24646289114297, 4.997333018719143, -55.23220559847774, 5.011631269252345]",158,159,12,EPSG:4326,-55.24646289114297,4.997333018719143,-55.23220559847774,5.011631269252345,3.17,100.0,0.0,1.4981790781021118,63.101016998291016,25.837440490722656,112.65528869628906,6.565284729003906,True,0.038133326547045196,0.9925091046094894,1.0,0.42063272731107393,3,True
ASMSpotter-1-3-3,11,2017-05-20,2016-10-18,214,214,5.004482143985744,-55.23933424481035,2.5,"[-55.24646289114297, 4.997333018719143, -55.23220559847774, 5.011631269252345]",158,159,12,EPSG:4326,-55.24646289114297,4.997333018719143,-55.23220559847774,5.011631269252345,33.3,100.0,14.50123397818645,13.361634254455566,52.40801239013672,25.83521842956543,112.71367645263672,6.543205261230469,True,0.09275647414967884,0.8606856588367899,1.0,0.4138595821408443,4,True
ASMSpotter-1-3-3,1,2017-08-23,2016-10-18,309,309,5.004482143985744,-55.23933424481035,2.5,"[-55.24646289114297, 4.997333018719143, -55.23220559847774, 5.011631269252345]",158,159,12,EPSG:4326,-55.24646289114297,4.997333018719143,-55.23220559847774,5.011631269252345,0.3,100.0,0.0,3.7613935470581055,73.32105255126953,23.68964385986328,113.59687042236328,6.583242416381836,True,0.032279164031359865,0.9811930322647096,1.0,0.4137254080982288,5,False
ASMSpotter-1-3-3,5,2017-10-07,2016-10-18,354,354,5.004482143985744,-55.23933424481035,2.5,"[-55.24646289114297, 4.997333018719143, -55.23220559847774, 5.011631269252345]",158,159,12,EPSG:4326,-55.24646289114297,4.997333018719143,-55.23220559847774,5.011631269252345,13.0,100.0,0.0,3.8013241291046143,118.7603759765625,22.14232063293457,112.6963119506836,6.546080112457275,True,0.019578302654913008,0.980993379354477,1.0,0.40604499539929084,6,False
ASMSpotter-1-3-3,3,2017-10-02,2016-10-18,349,349,5.004482143985744,-55.23933424481035,2.5,"[-55.24646289114297, 4.997333018719143, -55.23220559847774, 5.011631269252345]",158,159,12,EPSG:4326,-55.24646289114297,4.997333018719143,-55.23220559847774,5.011631269252345,7.4,100.0,0.0,5.243213176727295,113.62532043457033,21.68088150024414,113.22779083251952,6.779852390289307,True,0.02069676693182153,0.9737839341163635,1.0,0.404553240394002,7,False
ASMSpotter-10-1-1,3,2017-01-10,2016-10-31,71,71,5.12163461843514,-54.61495943282175,2.5,"[-54.62208967527938, 5.114485525276701, -54.60782919036412, 5.128783711593578]",158,159,12,EPSG:4326,-54.62208967527938,5.114485525276701,-54.60782919036412,5.128783711593578,23.18,100.0,9.314545020300931,8.4474515914917,140.05206298828125,35.68537902832031,62.48733139038086,2.0384833812713623,True,0.45434934753201073,0.9111900169410369,1.0,0.6459666136015174,1,True
ASMSpotter-10-1-1,2,2017-08-08,2016-10-31,281,281,5.12163461843514,-54.61495943282175,2.5,"[-54.62208967527938, 5.114485525276701, -54.60782919036412, 5.128783711593578]",158,159,12,EPSG:4326,-54.62208967527938,5.114485525276701,-54.60782919036412,5.128783711593578,1.1,100.0,0.0,0.4222219288349151,62.84058380126953,25.25006484985352,59.58976745605469,1.9181056022644043,True,0.04405915032808755,0.9978888903558254,1.0,0.42580215730360016,2,True
ASMSpotter-10-1-1,5,2017-08-03,2016-10-31,276,276,5.12163461843514,-54.61495943282175,2.5,"[-54.62208967527938, 5.114485525276701, -54.60782919036412, 5.128783711593578]",158,159,12,EPSG:4326,-54.62208967527938,5.114485525276701,-54.60782919036412,5.128783711593578,16.25,100.0,0.0,2.431678533554077,60.06787490844727,25.94342041015625,61.40415954589844,1.8241046667099,True,0.046576150222383414,0.9878416073322296,1.0,0.42429817233309897,3,True
ASMSpotter-10-1-1,1,2017-08-23,2016-10-31,296,296,5.12163461843514,-54.61495943282175,2.5,"[-54.62208967527938, 5.114485525276701, -54.60782919036412, 5.128783711593578]",158,159,12,EPSG:4326,-54.62208967527938,5.114485525276701,-54.60782919036412,5.128783711593578,0.02,100.0,0.0,1.9930815696716309,73.27681732177734,23.08499336242676,62.08074951171875,1.8460463285446167,True,0.03729526556693442,0.9900345921516418,1.0,0.41938753698565323,4,True
ASMSpotter-10-1-1,8,2017-10-07,2016-10-31,341,341,5.12163461843514,-54.61495943282175,2.5,"[-54.62208967527938, 5.114485525276701, -54.60782919036412, 5.128783711593578]",158,159,12,EPSG:4326,-54.62208967527938,5.114485525276701,-54.60782919036412,5.128783711593578,21.74,100.0,0.0,9.923994064331056,119.8213348388672,21.69209098815918,59.17943954467773,1.90589451789856,True,0.022620722028470593,0.9503800296783447,1.0,0.3986864421205858,5,False
ASMSpotter-10-1-1,9,2017-11-11,2016-10-31,376,376,5.12163461843514,-54.61495943282175,2.5,"[-54.62208967527938, 5.114485525276701, -54.60782919036412, 5.128783711593578]",158,159,12,EPSG:4326,-54.62208967527938,5.114485525276701,-54.60782919036412,5.128783711593578,22.1,100.0,7.451636016240745,11.075207710266112,142.4755859375,28.805213928222656,65.38883972167969,1.9868788719177248,True,0.015332542052296241,0.9073657813674657,1.0,0.3814092596416174,6,False
ASMSpotter-10-1-1,16,2018-01-10,2016-10-31,436,436,5.12163461843514,-54.61495943282175,2.5,"[-54.62208967527938, 5.114485525276701, -54.60782919036412, 5.128783711593578]",158,159,12,EPSG:4326,-54.62208967527938,5.114485525276701,-54.60782919036412,5.128783711593578,23.14,100.0,15.349096409521534,10.65059757232666,140.1200714111328,35.6990966796875,62.45000457763672,1.8586905002593996,True,0.007871989567936007,0.8700015300907591,1.0,0.36572365276798935,7,False
ASMSpotter-10-1-2,2,2017-08-08,2016-10-31,281,281,5.1359328047520165,-54.61495943282175,2.5,"[-54.62208967527938, 5.128783711593578, -54.60782919036412, 5.143081897910455]",158,159,12,EPSG:4326,-54.62208967527938,5.128783711593578,-54.60782919036412,5.143081897910455,1.1,100.0,0.0,0.4268737435340881,62.840782165527344,25.250268936157227,59.63486099243164,1.9195150136947632,True,0.04405915032808755,0.9978656312823295,1.0,0.42579517958155144,1,True
ASMSpotter-10-1-2,1,2017-08-23,2016-10-31,296,296,5.1359328047520165,-54.61495943282175,2.5,"[-54.62208967527938, 5.128783711593578, -54.60782919036412, 5.143081897910455]",158,159,12,EPSG:4326,-54.62208967527938,5.128783711593578,-54.60782919036412,5.143081897910455,0.02,100.0,0.0,1.661335825920105,73.2769546508789,23.085208892822266,62.12534713745117,1.8475137948989868,True,0.03729526556693442,0.9916933208703995,1.0,0.4198851556012805,2,True
ASMSpotter-10-1-2,13,2017-11-16,2016-10-31,381,381,5.1359328047520165,-54.61495943282175,2.5,"[-54.62208967527938, 5.128783711593578, -54.60782919036412, 5.143081897910455]",158,159,12,EPSG:4326,-54.62208967527938,5.128783711593578,-54.60782919036412,5.143081897910455,26.09,100.0,1.0667940450601068,7.795541763305664,143.91824340820312,29.90536880493164,60.72129821777344,1.9672532081604004,True,0.014503963336780803,0.9556883209581712,1.0,0.3954088742895199,3,True
