tile,candidate,lowres_date,highres_date,delta_days,abs_delta_days,lat,lon,area,bounds_csv,width,height,bands,crs,left,bottom,right,top,csv_cloud_cover,valid_pixel_pct,cloud_mask_pct,cloud_probability_pct,sun_azimuth_mean,sun_zenith_mean,view_azimuth_mean,view_zenith_mean
ASMSpotter-1-1-1,11,2017-05-20,2016-10-18,214,214,4.975885642919341,-55.26784883014082,2.5,"[-55.27497747647343, 4.968736517652739, -55.2607201838082, 4.9830347681859415]",158,159,12,EPSG:4326,-55.27497747647343,4.968736517652739,-55.2607201838082,4.9830347681859415,33.3,100.0,44.20030252368442,26.14975357055664,52.414737701416016,25.865999221801758,112.3213882446289,6.757530212402344
ASMSpotter-1-1-1,12,2017-02-19,2016-10-18,124,124,4.975885642919341,-55.26784883014082,2.5,"[-55.27497747647343, 4.968736517652739, -55.2607201838082, 4.9830347681859415]",158,159,12,EPSG:4326,-55.27497747647343,4.968736517652739,-55.2607201838082,4.9830347681859415,42.55,100.0,100.0,73.7634506225586,121.99893188476562,30.417726516723633,112.05397033691406,6.913674354553223
ASMSpotter-1-1-1,13,2017-10-22,2016-10-18,369,369,4.975885642919341,-55.26784883014082,2.5,"[-55.27497747647343, 4.968736517652739, -55.2607201838082, 4.9830347681859415]",158,159,12,EPSG:4326,-55.27497747647343,4.968736517652739,-55.2607201838082,4.9830347681859415,23.94,100.0,100.0,78.76578521728516,131.293212890625,24.664995193481445,112.86705780029297,6.964200973510742
ASMSpotter-1-1-1,14,2018-01-20,2016-10-18,459,459,4.975885642919341,-55.26784883014082,2.5,"[-55.27497747647343, 4.968736517652739, -55.2607201838082, 4.9830347681859415]",158,159,12,EPSG:4326,-55.27497747647343,4.968736517652739,-55.2607201838082,4.9830347681859415,18.39,100.0,56.25348300294563,34.64881134033203,136.01905822753906,35.276939392089844,113.13788604736328,6.812103271484375
ASMSpotter-1-1-1,15,2017-12-11,2016-10-18,419,419,4.975885642919341,-55.26784883014082,2.5,"[-55.27497747647343, 4.968736517652739, -55.2607201838082, 4.9830347681859415]",158,159,12,EPSG:4326,-55.27497747647343,4.968736517652739,-55.2607201838082,4.9830347681859415,23.5,100.0,90.86060027067909,70.03662109375,144.80276489257812,34.67038345336914,113.082763671875,6.844844818115234
ASMSpotter-1-1-1,16,2017-12-01,2016-10-18,409,409,4.975885642919341,-55.26784883014082,2.5,"[-55.27497747647343, 4.968736517652739, -55.2607201838082, 4.9830347681859415]",158,159,12,EPSG:4326,-55.27497747647343,4.968736517652739,-55.2607201838082,4.9830347681859415,24.68,100.0,35.20420348698352,18.487817764282227,144.89378356933594,33.158653259277344,113.02220916748047,6.8734822273254395
ASMSpotter-1-1-2,1,2017-08-23,2016-10-18,309,309,4.990183893452542,-55.26784883014082,2.5,"[-55.27497747647343, 4.9830347681859415, -55.2607201838082, 4.997333018719144]",158,159,12,EPSG:4326,-55.27497747647343,4.9830347681859415,-55.2607201838082,4.997333018719144,0.3,100.0,0.0,6.803630352020264,73.33709716796875,23.71649932861328,113.12699127197266,6.82526159286499
ASMSpotter-1-1-2,2,2017-08-08,2016-10-18,294,294,4.990183893452542,-55.26784883014082,2.5,"[-55.27497747647343, 4.9830347681859415, -55.2607201838082, 4.997333018719144]",158,159,12,EPSG:4326,-55.27497747647343,4.9830347681859415,-55.2607201838082,4.997333018719144,3.17,100.0,0.0,4.0063629150390625,63.124900817871094,25.862401962280273,112.21837615966797,6.808175086975098
ASMSpotter-1-1-2,3,2017-10-02,2016-10-18,349,349,4.990183893452542,-55.26784883014082,2.5,"[-55.27497747647343, 4.9830347681859415, -55.2607201838082, 4.997333018719144]",158,159,12,EPSG:4326,-55.27497747647343,4.9830347681859415,-55.2607201838082,4.997333018719144,7.4,100.0,0.0,5.902490139007568,113.59498596191406,21.706602096557617,112.78466796875,7.022059440612793
ASMSpotter-1-1-2,4,2017-01-10,2016-10-18,84,84,4.990183893452542,-55.26784883014082,2.5,"[-55.27497747647343, 4.9830347681859415, -55.2607201838082, 4.997333018719144]",158,159,12,EPSG:4326,-55.27497747647343,4.9830347681859415,-55.2607201838082,4.997333018719144,24.15,100.0,35.18828118780352,24.93747329711914,139.22401428222656,35.984596252441406,111.99860382080078,6.961942672729492
ASMSpotter-1-1-2,5,2017-10-07,2016-10-18,354,354,4.990183893452542,-55.26784883014082,2.5,"[-55.27497747647343, 4.9830347681859415, -55.2607201838082, 4.997333018719144]",158,159,12,EPSG:4326,-55.27497747647343,4.9830347681859415,-55.2607201838082,4.997333018719144,13.0,100.0,6.878433245760688,9.775042533874512,118.72498321533203,22.166900634765625,112.2576904296875,6.788911819458008
ASMSpotter-1-1-2,6,2017-08-03,2016-10-18,289,289,4.990183893452542,-55.26784883014082,2.5,"[-55.27497747647343, 4.9830347681859415, -55.2607201838082, 4.997333018719144]",158,159,12,EPSG:4326,-55.27497747647343,4.9830347681859415,-55.2607201838082,4.997333018719144,21.25,100.0,84.81808773186849,61.35325622558594,60.40110397338867,26.547298431396484,113.16983795166016,6.794663429260254
ASMSpotter-1-1-2,7,2017-11-16,2016-10-18,394,394,4.990183893452542,-55.26784883014082,2.5,"[-55.27497747647343, 4.9830347681859415, -55.2607201838082, 4.997333018719144]",158,159,12,EPSG:4326,-55.27497747647343,4.9830347681859415,-55.2607201838082,4.997333018719144,14.26,100.0,56.396783695565645,26.412708282470703,142.865966796875,30.16720199584961,112.13822174072266,6.86716365814209
ASMSpotter-1-1-2,8,2017-11-21,2016-10-18,399,399,4.990183893452542,-55.26784883014082,2.5,"[-55.27497747647343, 4.9830347681859415, -55.2607201838082, 4.997333018719144]",158,159,12,EPSG:4326,-55.27497747647343,4.9830347681859415,-55.2607201838082,4.997333018719144,18.0,100.0,79.38062256189794,45.46710968017578,143.8410186767578,31.258602142333984,112.89876556396484,6.943369388580322
ASMSpotter-1-1-2,9,2017-10-27,2016-10-18,374,374,4.990183893452542,-55.26784883014082,2.5,"[-55.27497747647343, 4.9830347681859415, -55.2607201838082, 4.997333018719144]",158,159,12,EPSG:4326,-55.27497747647343,4.9830347681859415,-55.2607201838082,4.997333018719144,20.47,100.0,100.0,,134.63499450683594,25.680503845214844,112.28514862060547,6.787971496582031
ASMSpotter-1-1-2,10,2017-07-19,2016-10-18,274,274,4.990183893452542,-55.26784883014082,2.5,"[-55.27497747647343, 4.9830347681859415, -55.2607201838082, 4.997333018719144]",158,159,12,EPSG:4326,-55.27497747647343,4.9830347681859415,-55.2607201838082,4.997333018719144,27.49,100.0,9.338428469070934,12.978484153747559,53.901798248291016,28.152597427368164,112.1492919921875,6.8680644035339355
ASMSpotter-1-1-2,11,2017-05-20,2016-10-18,214,214,4.990183893452542,-55.26784883014082,2.5,"[-55.27497747647343, 4.9830347681859415, -55.2607201838082, 4.997333018719144]",158,159,12,EPSG:4326,-55.27497747647343,4.9830347681859415,-55.2607201838082,4.997333018719144,33.3,100.0,20.30093145450203,16.739065170288086,52.44099807739258,25.85740089416504,112.27344512939453,6.786055088043213
ASMSpotter-1-1-2,12,2017-02-19,2016-10-18,124,124,4.990183893452542,-55.26784883014082,2.5,"[-55.27497747647343, 4.9830347681859415, -55.2607201838082, 4.997333018719144]",158,159,12,EPSG:4326,-55.27497747647343,4.9830347681859415,-55.2607201838082,4.997333018719144,42.55,100.0,100.0,85.52925109863281,122.02000427246094,30.42669677734375,112.00707244873047,6.9421772956848145
ASMSpotter-1-1-2,13,2017-10-22,2016-10-18,369,369,4.990183893452542,-55.26784883014082,2.5,"[-55.27497747647343, 4.9830347681859415, -55.2607201838082, 4.997333018719144]",158,159,12,EPSG:4326,-55.27497747647343,4.9830347681859415,-55.2607201838082,4.997333018719144,23.94,100.0,100.0,62.8995475769043,131.31700134277344,24.675901412963867,112.81724548339844,6.992629528045654
ASMSpotter-1-1-2,14,2018-01-20,2016-10-18,459,459,4.990183893452542,-55.26784883014082,2.5,"[-55.27497747647343, 4.9830347681859415, -55.2607201838082, 4.997333018719144]",158,159,12,EPSG:4326,-55.27497747647343,4.9830347681859415,-55.2607201838082,4.997333018719144,18.39,100.0,23.9789825650824,17.88712501525879,136.03297424316406,35.288700103759766,113.08578491210938,6.840520858764648
ASMSpotter-1-1-2,15,2017-12-11,2016-10-18,419,419,4.990183893452542,-55.26784883014082,2.5,"[-55.27497747647343, 4.9830347681859415, -55.2607201838082, 4.997333018719144]",158,159,12,EPSG:4326,-55.27497747647343,4.9830347681859415,-55.2607201838082,4.997333018719144,23.5,100.0,100.0,70.07318878173828,144.81396484375,34.68349838256836,113.03131103515625,6.873256206512451
ASMSpotter-1-1-2,16,2017-12-01,2016-10-18,409,409,4.990183893452542,-55.26784883014082,2.5,"[-55.27497747647343, 4.9830347681859415, -55.2607201838082, 4.997333018719144]",158,159,12,EPSG:4326,-55.27497747647343,4.9830347681859415,-55.2607201838082,4.997333018719144,24.68,100.0,100.0,64.04570007324219,144.906005859375,33.17180633544922,112.97169494628906,6.901908874511719
ASMSpotter-1-1-3,1,2017-08-23,2016-10-18,309,309,5.004482143985744,-55.26784883014082,2.5,"[-55.27497747647343, 4.997333018719143, -55.2607201838082, 5.011631269252345]",158,159,12,EPSG:4326,-55.27497747647343,4.997333018719143,-55.2607201838082,5.011631269252345,0.3,100.0,0.0,6.820098400115967,73.33709716796875,23.71649932861328,113.12699127197266,6.82526159286499
ASMSpotter-1-1-3,2,2017-08-08,2016-10-18,294,294,5.004482143985744,-55.26784883014082,2.5,"[-55.27497747647343, 4.997333018719143, -55.2607201838082, 5.011631269252345]",158,159,12,EPSG:4326,-55.27497747647343,4.997333018719143,-55.2607201838082,5.011631269252345,3.17,100.0,0.0,4.377258777618408,63.124900817871094,25.862401962280273,112.21837615966797,6.808175086975098
ASMSpotter-1-1-3,3,2017-10-02,2016-10-18,349,349,5.004482143985744,-55.26784883014082,2.5,"[-55.27497747647343, 4.997333018719143, -55.2607201838082, 5.011631269252345]",158,159,12,EPSG:4326,-55.27497747647343,4.997333018719143,-55.2607201838082,5.011631269252345,7.4,100.0,0.0,7.117220878601074,113.59498596191406,21.706602096557617,112.78466796875,7.022059440612793
ASMSpotter-1-1-3,4,2017-01-10,2016-10-18,84,84,5.004482143985744,-55.26784883014082,2.5,"[-55.27497747647343, 4.997333018719143, -55.2607201838082, 5.011631269252345]",158,159,12,EPSG:4326,-55.27497747647343,4.997333018719143,-55.2607201838082,5.011631269252345,24.15,100.0,52.42815062495024,29.377439498901367,139.22401428222656,35.984596252441406,111.99860382080078,6.961942672729492
ASMSpotter-1-1-3,5,2017-10-07,2016-10-18,354,354,5.004482143985744,-55.26784883014082,2.5,"[-55.27497747647343, 4.997333018719143, -55.2607201838082, 5.011631269252345]",158,159,12,EPSG:4326,-55.27497747647343,4.997333018719143,-55.2607201838082,5.011631269252345,13.0,100.0,0.0,6.907171249389648,118.72498321533203,22.166900634765625,112.2576904296875,6.788911819458008
ASMSpotter-1-1-3,6,2017-08-03,2016-10-18,289,289,5.004482143985744,-55.26784883014082,2.5,"[-55.27497747647343, 4.997333018719143, -55.2607201838082, 5.011631269252345]",158,159,12,EPSG:4326,-55.27497747647343,4.997333018719143,-55.2607201838082,5.011631269252345,21.25,100.0,45.732823819759574,28.611465454101562,60.40110397338867,26.547298431396484,113.16983795166016,6.794663429260254
ASMSpotter-1-1-3,7,2017-11-16,2016-10-18,394,394,5.004482143985744,-55.26784883014082,2.5,"[-55.27497747647343, 4.997333018719143, -55.2607201838082, 5.011631269252345]",158,159,12,EPSG:4326,-55.27497747647343,4.997333018719143,-55.2607201838082,5.011631269252345,14.26,100.0,66.43181275376165,35.490150451660156,142.865966796875,30.16720199584961,112.13822174072266,6.86716365814209
ASMSpotter-1-1-3,8,2017-11-21,2016-10-18,399,399,5.004482143985744,-55.26784883014082,2.5,"[-55.27497747647343, 4.997333018719143, -55.2607201838082, 5.011631269252345]",158,159,12,EPSG:4326,-55.27497747647343,4.997333018719143,-55.2607201838082,5.011631269252345,18.0,100.0,48.85757503383489,37.27088928222656,143.8410186767578,31.258602142333984,112.89876556396484,6.943369388580322
ASMSpotter-1-1-3,9,2017-10-27,2016-10-18,374,374,5.004482143985744,-55.26784883014082,2.5,"[-55.27497747647343, 4.997333018719143, -55.2607201838082, 5.011631269252345]",158,159,12,EPSG:4326,-55.27497747647343,4.997333018719143,-55.2607201838082,5.011631269252345,20.47,100.0,100.0,,134.63499450683594,25.680503845214844,112.28514862060547,6.787971496582031
ASMSpotter-1-1-3,10,2017-07-19,2016-10-18,274,274,5.004482143985744,-55.26784883014082,2.5,"[-55.27497747647343, 4.997333018719143, -55.2607201838082, 5.011631269252345]",158,159,12,EPSG:4326,-55.27497747647343,4.997333018719143,-55.2607201838082,5.011631269252345,27.49,100.0,0.0,13.107970237731934,53.901798248291016,28.152597427368164,112.1492919921875,6.8680644035339355
ASMSpotter-1-1-3,11,2017-05-20,2016-10-18,214,214,5.004482143985744,-55.26784883014082,2.5,"[-55.27497747647343, 4.997333018719143, -55.2607201838082, 5.011631269252345]",158,159,12,EPSG:4326,-55.27497747647343,4.997333018719143,-55.2607201838082,5.011631269252345,33.3,100.0,74.22179762757743,40.845115661621094,52.44099807739258,25.85740089416504,112.27344512939453,6.786055088043213
ASMSpotter-1-1-3,12,2017-02-19,2016-10-18,124,124,5.004482143985744,-55.26784883014082,2.5,"[-55.27497747647343, 4.997333018719143, -55.2607201838082, 5.011631269252345]",158,159,12,EPSG:4326,-55.27497747647343,4.997333018719143,-55.2607201838082,5.011631269252345,42.55,100.0,100.0,94.4446029663086,122.02000427246094,30.42669677734375,112.00707244873047,6.9421772956848145
ASMSpotter-1-1-3,13,2017-10-22,2016-10-18,369,369,5.004482143985744,-55.26784883014082,2.5,"[-55.27497747647343, 4.997333018719143, -55.2607201838082, 5.011631269252345]",158,159,12,EPSG:4326,-55.27497747647343,4.997333018719143,-55.2607201838082,5.011631269252345,23.94,100.0,100.0,60.15522384643555,131.31700134277344,24.675901412963867,112.81724548339844,6.992629528045654
ASMSpotter-1-1-3,14,2018-01-20,2016-10-18,459,459,5.004482143985744,-55.26784883014082,2.5,"[-55.27497747647343, 4.997333018719143, -55.2607201838082, 5.011631269252345]",158,159,12,EPSG:4326,-55.27497747647343,4.997333018719143,-55.2607201838082,5.011631269252345,18.39,100.0,51.405142902635134,34.23893737792969,136.03297424316406,35.288700103759766,113.08578491210938,6.840520858764648
ASMSpotter-1-1-3,15,2017-12-11,2016-10-18,419,419,5.004482143985744,-55.26784883014082,2.5,"[-55.27497747647343, 4.997333018719143, -55.2607201838082, 5.011631269252345]",158,159,12,EPSG:4326,-55.27497747647343,4.997333018719143,-55.2607201838082,5.011631269252345,23.5,100.0,100.0,79.09851837158203,144.81396484375,34.68349838256836,113.03131103515625,6.873256206512451
ASMSpotter-1-1-3,16,2017-12-01,2016-10-18,409,409,5.004482143985744,-55.26784883014082,2.5,"[-55.27497747647343, 4.997333018719143, -55.2607201838082, 5.011631269252345]",158,159,12,EPSG:4326,-55.27497747647343,4.997333018719143,-55.2607201838082,5.011631269252345,24.68,100.0,70.88209537457209,38.71339797973633,144.906005859375,33.17180633544922,112.97169494628906,6.901908874511719
ASMSpotter-1-2-1,1,2017-08-23,2016-10-18,309,309,4.975885642919341,-55.25359153747559,2.5,"[-55.2607201838082, 4.968736517652739, -55.246462891142976, 4.9830347681859415]",158,159,12,EPSG:4326,-55.2607201838082,4.968736517652739,-55.246462891142976,4.9830347681859415,0.3,100.0,0.0,3.7436134815216064,73.30307006835938,23.719961166381836,113.17807006835938,6.796847820281982
ASMSpotter-1-2-1,2,2017-08-08,2016-10-18,294,294,4.975885642919341,-55.25359153747559,2.5,"[-55.2607201838082, 4.968736517652739, -55.246462891142976, 4.9830347681859415]",158,159,12,EPSG:4326,-55.2607201838082,4.968736517652739,-55.246462891142976,4.9830347681859415,3.17,100.0,0.0,1.926239252090454,63.095829010009766,25.86848258972168,112.26602172851562,6.779668807983398
ASMSpotter-1-2-1,3,2017-10-02,2016-10-18,349,349,4.975885642919341,-55.25359153747559,2.5,"[-55.2607201838082, 4.968736517652739, -55.246462891142976, 4.9830347681859415]",158,159,12,EPSG:4326,-55.2607201838082,4.968736517652739,-55.246462891142976,4.9830347681859415,7.4,100.0,0.0,4.511255741119385,113.56068420410156,21.69957160949707,112.8332748413086,6.993616104125977
ASMSpotter-1-2-1,4,2017-01-10,2016-10-18,84,84,4.975885642919341,-55.25359153747559,2.5,"[-55.2607201838082, 4.968736517652739, -55.246462891142976, 4.9830347681859415]",158,159,12,EPSG:4326,-55.2607201838082,4.968736517652739,-55.246462891142976,4.9830347681859415,24.15,100.0,96.98670488018469,68.83374786376953,139.2111053466797,35.97233581542969,112.04502868652344,6.933427810668945
ASMSpotter-1-2-1,5,2017-10-07,2016-10-18,354,354,4.975885642919341,-55.25359153747559,2.5,"[-55.2607201838082, 4.968736517652739, -55.246462891142976, 4.9830347681859415]",158,159,12,EPSG:4326,-55.2607201838082,4.968736517652739,-55.246462891142976,4.9830347681859415,13.0,100.0,0.6169890932250617,4.546518802642822,118.69306945800781,22.158679962158203,112.30694580078125,6.760422706604004
ASMSpotter-1-2-1,6,2017-08-03,2016-10-18,289,289,4.975885642919341,-55.25359153747559,2.5,"[-55.2607201838082, 4.968736517652739, -55.246462891142976, 4.9830347681859415]",158,159,12,EPSG:4326,-55.2607201838082,4.968736517652739,-55.246462891142976,4.9830347681859415,21.25,100.0,100.0,89.0661849975586,60.37349319458008,26.55402374267578,113.22272491455078,6.766277313232422
ASMSpotter-1-2-1,7,2017-11-16,2016-10-18,394,394,4.975885642919341,-55.25359153747559,2.5,"[-55.2607201838082, 4.968736517652739, -55.246462891142976, 4.9830347681859415]",158,159,12,EPSG:4326,-55.2607201838082,4.968736517652739,-55.246462891142976,4.9830347681859415,14.26,100.0,76.84897699227768,41.59688186645508,142.85137939453125,30.154361724853516,112.18650817871094,6.838674545288086
ASMSpotter-1-2-1,8,2017-11-21,2016-10-18,399,399,4.975885642919341,-55.25359153747559,2.5,"[-55.2607201838082, 4.968736517652739, -55.246462891142976, 4.9830347681859415]",158,159,12,EPSG:4326,-55.2607201838082,4.968736517652739,-55.246462891142976,4.9830347681859415,18.0,100.0,79.34877796353793,58.090091705322266,143.8274383544922,31.245595932006836,112.94911193847656,6.914961814880371
ASMSpotter-1-2-1,9,2017-10-27,2016-10-18,374,374,4.975885642919341,-55.25359153747559,2.5,"[-55.2607201838082, 4.968736517652739, -55.246462891142976, 4.9830347681859415]",158,159,12,EPSG:4326,-55.2607201838082,4.968736517652739,-55.246462891142976,4.9830347681859415,20.47,100.0,100.0,99.58975219726562,134.6136016845703,25.668991088867188,112.33275604248047,6.759453773498535
ASMSpotter-1-2-1,10,2017-07-19,2016-10-18,274,274,4.975885642919341,-55.25359153747559,2.5,"[-55.2607201838082, 4.968736517652739, -55.246462891142976, 4.9830347681859415]",158,159,12,EPSG:4326,-55.2607201838082,4.968736517652739,-55.246462891142976,4.9830347681859415,27.49,100.0,64.42958363187644,42.075069427490234,53.877647399902344,28.160850524902344,112.196044921875,6.839554309844971
ASMSpotter-1-2-1,11,2017-05-20,2016-10-18,214,214,4.975885642919341,-55.25359153747559,2.5,"[-55.2607201838082, 4.968736517652739, -55.246462891142976, 4.9830347681859415]",158,159,12,EPSG:4326,-55.2607201838082,4.968736517652739,-55.246462891142976,4.9830347681859415,33.3,100.0,3.662128811400366,8.25313663482666,52.41474533081055,25.86599349975586,112.32137298583984,6.757543087005615
ASMSpotter-1-2-1,12,2017-02-19,2016-10-18,124,124,4.975885642919341,-55.25359153747559,2.5,"[-55.2607201838082, 4.968736517652739, -55.246462891142976, 4.9830347681859415]",158,159,12,EPSG:4326,-55.2607201838082,4.968736517652739,-55.246462891142976,4.9830347681859415,42.55,100.0,100.0,79.70018005371094,121.99894714355469,30.41773223876953,112.05393981933594,6.913687229156494
ASMSpotter-1-2-1,13,2017-10-22,2016-10-18,369,369,4.975885642919341,-55.25359153747559,2.5,"[-55.2607201838082, 4.968736517652739, -55.246462891142976, 4.9830347681859415]",158,159,12,EPSG:4326,-55.2607201838082,4.968736517652739,-55.246462891142976,4.9830347681859415,23.94,100.0,100.0,52.24724578857422,131.293212890625,24.66499900817871,112.86702728271484,6.964213848114014
ASMSpotter-1-2-1,14,2018-01-20,2016-10-18,459,459,4.975885642919341,-55.25359153747559,2.5,"[-55.2607201838082, 4.968736517652739, -55.246462891142976, 4.9830347681859415]",158,159,12,EPSG:4326,-55.2607201838082,4.968736517652739,-55.246462891142976,4.9830347681859415,18.39,100.0,2.90183902555529,9.282544136047363,136.01905822753906,35.276947021484375,113.13787078857422,6.8121161460876465
ASMSpotter-1-2-1,15,2017-12-11,2016-10-18,419,419,4.975885642919341,-55.25359153747559,2.5,"[-55.2607201838082, 4.968736517652739, -55.246462891142976, 4.9830347681859415]",158,159,12,EPSG:4326,-55.2607201838082,4.968736517652739,-55.246462891142976,4.9830347681859415,23.5,100.0,79.33683623915293,48.29420852661133,144.8027801513672,34.67039108276367,113.08274841308594,6.844857692718506
ASMSpotter-1-2-1,16,2017-12-01,2016-10-18,409,409,4.975885642919341,-55.25359153747559,2.5,"[-55.2607201838082, 4.968736517652739, -55.246462891142976, 4.9830347681859415]",158,159,12,EPSG:4326,-55.2607201838082,4.968736517652739,-55.246462891142976,4.9830347681859415,24.68,100.0,82.54119894912826,44.864837646484375,144.89378356933594,33.15865707397461,113.0221939086914,6.873494625091553
ASMSpotter-1-2-2,1,2017-08-23,2016-10-18,309,309,4.990183893452542,-55.25359153747559,2.5,"[-55.2607201838082, 4.9830347681859415, -55.246462891142976, 4.997333018719144]",158,159,12,EPSG:4326,-55.2607201838082,4.9830347681859415,-55.246462891142976,4.997333018719144,0.3,100.0,0.0,9.472440719604492,73.33709716796875,23.71649932861328,113.12699127197266,6.82526159286499
ASMSpotter-1-2-2,2,2017-08-08,2016-10-18,294,294,4.990183893452542,-55.25359153747559,2.5,"[-55.2607201838082, 4.9830347681859415, -55.246462891142976, 4.997333018719144]",158,159,12,EPSG:4326,-55.2607201838082,4.9830347681859415,-55.246462891142976,4.997333018719144,3.17,100.0,0.0,7.171169757843018,63.124900817871094,25.862401962280273,112.21837615966797,6.808175086975098
ASMSpotter-1-2-2,3,2017-10-02,2016-10-18,349,349,4.990183893452542,-55.25359153747559,2.5,"[-55.2607201838082, 4.9830347681859415, -55.246462891142976, 4.997333018719144]",158,159,12,EPSG:4326,-55.2607201838082,4.9830347681859415,-55.246462891142976,4.997333018719144,7.4,100.0,0.0,12.591854095458984,113.59498596191406,21.706602096557617,112.78466796875,7.022059440612793
ASMSpotter-1-2-2,4,2017-01-10,2016-10-18,84,84,4.990183893452542,-55.25359153747559,2.5,"[-55.2607201838082, 4.9830347681859415, -55.246462891142976, 4.997333018719144]",158,159,12,EPSG:4326,-55.2607201838082,4.9830347681859415,-55.246462891142976,4.997333018719144,24.15,100.0,36.44614282302365,24.178354263305664,139.22401428222656,35.984596252441406,111.99860382080078,6.961942672729492
ASMSpotter-1-2-2,5,2017-10-07,2016-10-18,354,354,4.990183893452542,-55.25359153747559,2.5,"[-55.2607201838082, 4.9830347681859415, -55.246462891142976, 4.997333018719144]",158,159,12,EPSG:4326,-55.2607201838082,4.9830347681859415,-55.246462891142976,4.997333018719144,13.0,100.0,31.844598360003186,22.696300506591797,118.72498321533203,22.166900634765625,112.2576904296875,6.788911819458008
